"Name","Type","Zones","Location","Info","Note","Icon"
"Taraihi-Perunhi (A)","","Abyssea; Abyssea - Altepa","Abyssea - Altepa K-5","","",""
"Tarnotik","Warp NPC","Oldton Movalpolos","Oldton Movalpolos K-10","Involved in Quests:
- Return to the Depths

Involved in Missions:
- Promathia Mission 5-3 Three Paths (Louverance's Path)
- Promathia Mission 8-4: Dawn

Notes:
*Once on the appropriate mission, you can trade Tarnotik a Snow Lily, he will warp you to Mine Shaft #2716. If you are far enough on Return to the Depths, you can use Ahriman Tears instead. You must give up your Shaft 2716 Operating Lever key item if you have one in your possession.","Involved in Quests:
- Return to the Depths

Involved in Missions:
- Promathia Mission 5-3 Three Paths (Louverance's Path)
- Promathia Mission 8-4: Dawn

Notes:
*Once on the appropriate mission, you can trade Tarnotik a Snow Lily, he will warp you to Mine Shaft #2716. If you are far enough on Return to the Depths, you can use Ahriman Tears instead. You must give up your Shaft 2716 Operating Lever key item if you have one in your possession.",""
"Taruger","","","","Notes:
Appears with 4 other NPCs: *Galger *Auspicious Tiger *Auspicious Tigress *Auspicious Cub","Notes:
Appears with 4 other NPCs: *Galger *Auspicious Tiger *Auspicious Tigress *Auspicious Cub",""
"Task Delegator","","*Couriers' Coalition - Western Adoulin; Adoulin","*Couriers' Coalition - Western Adoulin (G-7) *Inventors' Coalition - Western Adoulin (J-10) *Mummers' Coalition - Western Adoulin (G-11) *Peacekeepers' Coalition - Eastern Adoulin (F-7) *Pioneers' Coalition - Western Adoulin (E-8) *Scouts' Coalition - Eastern Adoulin (F-9)","Starts Quests:
- All Coalition Assignments

Notes:
Allows players to: *Undertake a coalition assignment *Check imprimatur distribution time *Hear an explanation of the coalition system","Starts Quests:
- All Coalition Assignments

Notes:
Allows players to: *Undertake a coalition assignment *Check imprimatur distribution time *Hear an explanation of the coalition system",""
"Tatapp","","Kazham","Kazham G-8","Involved in Quests:
- The Opo-opo and I

Notes:
* Accepts the Blackened Toad for The Opo-opo and I.","Involved in Quests:
- The Opo-opo and I

Notes:
* Accepts the Blackened Toad for The Opo-opo and I.",""
"Tataroon","","Nashmau","Nashmau G-8","Involved in Quests:
- Led Astray","Involved in Quests:
- Led Astray",""
"Tateeya","Automaton Attachment Assistant","Aht Urhgan Whitegate; Al Zahbi","Aht Urhgan Whitegate I-7 the Automaton Workshop (on the top floor)","Notes:
Talk to her once as Puppetmaster and trade attachments to make them available to be equipped. After talking to her the initial time on Puppetmaster, she will accept attachments regardless of your current job.","Notes:
Talk to her once as Puppetmaster and trade attachments to make them available to be equipped. After talking to her the initial time on Puppetmaster, she will accept attachments regardless of your current job.",""
"Taten-Bilten","Guild Merchant NPC: Clothcraft Guild :Open: 6:00 - 21:00 :No longer closed Firesday :Refuses to sell items if Allard is taken prisoner.","Al Zahbi","Al Zahbi J-10","","",""
"Taulenne","Armor Depository","Northern San d'Oria; San d'Oria","Northern San d'Oria G-8","Notes:
*Standing in front of Justi's Furniture in Northern San d'Oria. Stores lvl 24-60 AF, Relic, RSE and other gearsets.","Notes:
*Standing in front of Justi's Furniture in Northern San d'Oria. Stores lvl 24-60 AF, Relic, RSE and other gearsets.",""
"Taulluque","Melody Minstrel","Bastok; Metalworks","Metalworks I-8","Notes:
This NPC will let you watch cut-scenes that you have seen in Bastok Metalworks in the past, for a small fee.","Notes:
This NPC will let you watch cut-scenes that you have seen in Bastok Metalworks in the past, for a small fee.",""
"Taumiale, R.K.","Conquest Overseer - San d'Oria Outland Conquest Guard","Jugner Forest; Outland; San d'Oria","Jugner Forest L-5","Notes:
Appears, when Norvallen is under weekly conquest-control by San d'Oria ;Notes for characters only with San d'Oria as current Allegiance: :*Casts Signet :*Choice of setting Home Point for free :*Recharges Empress Band or Chariot Band :*Accepts Norvallen Supplies for finishing Supply Quest ;Notes for characters only without San d'Oria as current Allegiance: :*Choice of setting Home Point for a fee - higher prices for higher Allegiance Ranks (Rank 10: 5600 gil) For further information see Conquest Overseer.","Notes:
Appears, when Norvallen is under weekly conquest-control by San d'Oria ;Notes for characters only with San d'Oria as current Allegiance: :*Casts Signet :*Choice of setting Home Point for free :*Recharges Empress Band or Chariot Band :*Accepts Norvallen Supplies for finishing Supply Quest ;Notes for characters only without San d'Oria as current Allegiance: :*Choice of setting Home Point for a fee - higher prices for higher Allegiance Ranks (Rank 10: 5600 gil) For further information see Conquest Overseer.",""
"Taumila","Quest Giver NPC","San d'Oria; Southern San d'Oria","Southern San d'Oria E-9, in Taumila's Sundries","Starts Quests:
- Tiger's Teeth","Starts Quests:
- Tiger's Teeth",""
"Taurette","","Northern San d'Oria; San d'Oria","Northern San d'Oria F-7","Involved in Quests:
- Riding on the Clouds

Notes:
*Also a possible in LB4 ""My big brother, he's a Royal Knight. He's off fighting Orcs, far, far away from here."" ""It's so lonely without him. But someday I'll be a Royal Knight, too, fighting by his side!"" * Described in Riding on the Clouds as, ""A little girl who wants to be a Royal Knight, just like her brother.""","Involved in Quests:
- Riding on the Clouds

Notes:
*Also a possible in LB4 ""My big brother, he's a Royal Knight. He's off fighting Orcs, far, far away from here."" ""It's so lonely without him. But someday I'll be a Royal Knight, too, fighting by his side!"" * Described in Riding on the Clouds as, ""A little girl who wants to be a Royal Knight, just like her brother.""",""
"Tautorie","","Jeuno; Port Jeuno","Port Jeuno I-7","","",""
"Tauwawa","","Windurst; Windurst Waters map = North|L-6","Windurst Waters map = North|L-6","","",""
"Tavourine","Standard Merchant NPC","San d'Oria","","","",""
"Tawfeeq","","Jeuno; Lower Jeuno","Lower Jeuno H-9","","",""
"Tayaya","","Heavens Tower; Windurst","Heavens Tower","","",""
"Taylen","","Jeuno; Upper Jeuno","Upper Jeuno H-8","","",""
"Tayula","","La Theine Plateau; San d'Oria","La Theine Plateau F-7","Involved in Missions:
- San d'Oria Mission 2-1: The Rescue Drill

Notes:
This NPC can be targeted, but cannot be talked to as part of the normal game due to the distance she is away in the pit. No legitimate means of reaching her is known.","Involved in Missions:
- San d'Oria Mission 2-1: The Rescue Drill

Notes:
This NPC can be targeted, but cannot be talked to as part of the normal game due to the distance she is away in the pit. No legitimate means of reaching her is known.",""
"Taza","Standard Merchant","Jeuno; Waag-Deeg's Magic Shop in Lower Jeuno at","Waag-Deeg's Magic Shop in Lower Jeuno at (H-9)","","",""
"Tazhaal","Ferry Ticket Vendor","Aht Urhgan Whitegate; Al Zahbi","Aht Urhgan Whitegate I-11","Notes:
Provided access to ferry to Mhaura for 100 gil.","Notes:
Provided access to ferry to Mhaura for 100 gil.",""
"Tcinono","Weather Reporter","Kazham","Kazham G-7","Notes:
Checks weather for the following locations: :*Yuhtunga Jungle :*Yhoator Jungle :*Jeuno","Notes:
Checks weather for the following locations: :*Yuhtunga Jungle :*Yhoator Jungle :*Jeuno",""
"Tebhi","","Castle Oztroja; Outland","Castle Oztroja G-8 Basement","Involved in Quests:
- Scattered into Shadow","Involved in Quests:
- Scattered into Shadow",""
"Tebubu, W.W.","Conquest Overseer - Windurst Outland Conquest Guard","Outland; Valkurm Dunes; Windurst","Valkurm Dunes L-10","Notes:
Appears, when Zulkheim is under weekly conquest-control by Windurst ;Notes for characters only with Windurst as current Allegiance: :*Casts Signet :*Choice of setting Home Point for free :*Recharges Empress Band or Chariot Band :*Accepts Zulkheim Supplies for finishing Supply Quest ;Notes for characters only without Windurst as current Allegiance: :*Choice of setting Home Point for a fee - higher prices for higher Allegiance Ranks (Rank 10: 5600 gil) For further information see Conquest Overseer.","Notes:
Appears, when Zulkheim is under weekly conquest-control by Windurst ;Notes for characters only with Windurst as current Allegiance: :*Casts Signet :*Choice of setting Home Point for free :*Recharges Empress Band or Chariot Band :*Accepts Zulkheim Supplies for finishing Supply Quest ;Notes for characters only without Windurst as current Allegiance: :*Choice of setting Home Point for a fee - higher prices for higher Allegiance Ranks (Rank 10: 5600 gil) For further information see Conquest Overseer.",""
"Teco Chatpaya","","Nashmau","Nashmau H-9","","",""
"Teerth","Guild Merchant","Bastok; Bastok Markets","Bastok Markets H-8 (Goldsmiths' Guild)","Notes:
*Open: Always *No longer closed Iceday. *No longer shares stock with Visala. Stock is the same selection as Celestina offers. *Prices and stock are static.","Notes:
*Open: Always *No longer closed Iceday. *No longer shares stock with Visala. Stock is the same selection as Celestina offers. *Prices and stock are static.",""
"Tehf Kimasnahya","Quest Giver","Aht Urhgan Whitegate; Al Zahbi","Aht Urhgan Whitegate F-8 - Balrahn Way","Starts Quests:
- Got It All

Involved in Quests:
- Three Men and a Closet","Starts Quests:
- Got It All

Involved in Quests:
- Three Men and a Closet",""
"Teigero-Bangero","","Jeuno; Lower Jeuno","Lower Jeuno H-10","Involved in Quests:
- Save the Clock Tower","Involved in Quests:
- Save the Clock Tower",""
"Teigero-Bangero (A)","Quest NPC","Abyssea; Abyssea - Vunkerl Located at the Northwestern camp west of the Verdical Conflux #08.","Abyssea - Vunkerl Located at the Northwestern camp west of the Verdical Conflux #08.","Starts Quests:
- Family Ties","Starts Quests:
- Family Ties",""
"Teilsa","","San d'Oria","","","",""
"Tek Lengyon","Synthesis Image Support NPC","San d'Oria; Southern San d'Oria","Southern San d'Oria D-8","Involved in Quests:
- Say It with a Handbag

Notes:
*Gives recipes, and free Synthesis Image Support for Leathercraft.","Involved in Quests:
- Say It with a Handbag

Notes:
*Gives recipes, and free Synthesis Image Support for Leathercraft.",""
"Tek Lengyon (S)","Cutscene","Acolyte Hostel; Windurst (S)","Acolyte Hostel","Involved in Quests:
- Say It with a Handbag","Involved in Quests:
- Say It with a Handbag",""
"Teldo-Moroldo, W.W.","Conquest Overseer - Windurst Outpost Conquest Guard","Lufaise Meadows; Outland; Windurst","Lufaise Meadows E-8","Notes:
Appears when Tavnazian Archipelago is under Windurst control ;Notes for characters only with Windurst as current Allegiance: :*Casts Signet :*Choice of setting Home Point for free :*Recharges Empress Band or Chariot Band :*Accepts Tavnazian Archipelago Supplies for finishing Supply Quest ;Notes for characters only without Windurst as current Allegiance: :*Choice of setting Home Point for a fee - higher prices for higher Allegiance Ranks (Rank 10: 5600 gil) For further information see Conquest Overseer.","Notes:
Appears when Tavnazian Archipelago is under Windurst control ;Notes for characters only with Windurst as current Allegiance: :*Casts Signet :*Choice of setting Home Point for free :*Recharges Empress Band or Chariot Band :*Accepts Tavnazian Archipelago Supplies for finishing Supply Quest ;Notes for characters only without Windurst as current Allegiance: :*Choice of setting Home Point for a fee - higher prices for higher Allegiance Ranks (Rank 10: 5600 gil) For further information see Conquest Overseer.",""
"Teldro-Kesdrodo","Unity Concord NPC","Windurst; Windurst Woods","Windurst Woods J-10","Starts Quests:
- Unity Concord (Quest)","Starts Quests:
- Unity Concord (Quest)",""
"Teleen","Standard Merchant NPC","Ceizak Battlegrounds","Ceizak Battlegrounds K-7","","",""
"Telford, C.A.","Campaign NPC","Batallia Downs (S), on top of wall; Jeuno (S)","Batallia Downs (S), on top of wall (J-8) *This is a different location than if the region is controlled by a nation.","Notes:
*Jeuno affiliated Campaign Arbiter. Present when Beastmen have control of Batallia. *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","Notes:
*Jeuno affiliated Campaign Arbiter. Present when Beastmen have control of Batallia. *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign",""
"Telmoda","","Northern San d'Oria; San d'Oria","Northern San d'Oria K-8","","",""
"Tememe, W.W.","Conquest Overseer - Windurst Outland Conquest Guard","Outland; Windurst; Xarcabard","Xarcabard F-7","Notes:
Appears, when Valdeaunia is under weekly conquest-control by Windurst ;Notes for characters only with Windurst as current Allegiance: :*Casts Signet :*Choice of setting Home Point for free :*Recharges Empress Band or Chariot Band :*Accepts Valdeaunia Supplies for finishing Supply Quest ;Notes for characters only without Windurst as current Allegiance: :*Choice of setting Home Point for a fee - higher prices for higher Allegiance Ranks (Rank 10: 5600 gil) For further information see Conquest Overseer.","Notes:
Appears, when Valdeaunia is under weekly conquest-control by Windurst ;Notes for characters only with Windurst as current Allegiance: :*Casts Signet :*Choice of setting Home Point for free :*Recharges Empress Band or Chariot Band :*Accepts Valdeaunia Supplies for finishing Supply Quest ;Notes for characters only without Windurst as current Allegiance: :*Choice of setting Home Point for a fee - higher prices for higher Allegiance Ranks (Rank 10: 5600 gil) For further information see Conquest Overseer.",""
"Temenos Furnace","","Temenos","Temenos","Notes:
*Accepts trades of pieces of {{Cl|Reforged Relic Armor +3","Notes:
*Accepts trades of pieces of {{Cl|Reforged Relic Armor +3",""
"Temenos Operator","","Temenos","Temenos","Notes:
*Gives various explanations for the content flow within {{Cl|Limbus|Temenos","Notes:
*Gives various explanations for the content flow within {{Cl|Limbus|Temenos",""
"Temoe-Amoe","","Windurst; Windurst Waters map = South|D-7","Windurst Waters map = South|D-7","","",""
"Tempatriq","Moblin Maze Mongers NPC","Ruhotz Silvermines","Ruhotz Silvermines","Notes:
*Will make you the key Bouncebix asks for after bringing him a Bronze ingot and silver beastcoin. **Depending on the job of Chaperix, he will ask for different ingredients to upgrade your weapon to a maximum of two times. The items requested are temp items and available in Smashlix's tunnel. ***As ""Walloper"" your first upgrade will cost you an Iron ore. Your second upgrade will need Darksteel ore and mythril beastcoin.","Notes:
*Will make you the key Bouncebix asks for after bringing him a Bronze ingot and silver beastcoin. **Depending on the job of Chaperix, he will ask for different ingredients to upgrade your weapon to a maximum of two times. The items requested are temp items and available in Smashlix's tunnel. ***As ""Walloper"" your first upgrade will cost you an Iron ore. Your second upgrade will need Darksteel ore and mythril beastcoin.",""
"Temple Knight","","Battle; San d'Oria (S); The Eldieme Necropolis (S)","The Eldieme Necropolis (S)","Notes:
*See also The Temple Knights * Appear in campaign battles under the command of Febrenard C Brunnaut.","Notes:
*See also The Temple Knights * Appear in campaign battles under the command of Febrenard C Brunnaut.",""
"Temprix","","Reisenjima","Reisenjima","Notes:
He begins and maintains your progress in making Aeonic Weapons.","Notes:
He begins and maintains your progress in making Aeonic Weapons.",""
"Ten of Clubs","","Port Windurst; Windurst","Port Windurst B-5","","",""
"Ten of Diamonds","","Windurst; Windurst Walls","Windurst Walls F-7","","",""
"Ten of Hearts","","Windurst; Windurst Waters map = North|F-5","Windurst Waters map = North|F-5","","",""
"Ten of Spades","","Windurst; Windurst Woods","Windurst Woods K-10","","",""
"Tenacious Fool, L.C.","Campaign NPC","Bastok (S); West Sarutabaruta (S)","West Sarutabaruta (S) H-6","Notes:
*Bastok affiliated Campaign Arbiter. Present when Bastok (S) has control of West Sarutabaruta (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","Notes:
*Bastok affiliated Campaign Arbiter. Present when Bastok (S) has control of West Sarutabaruta (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign",""
"Tenacious Tirrod","Cutscene NPC","Adoulin; Cutscene; Rala Waterways","Rala Waterways","Involved in Quests:
- Raptor Rapture

Notes:
After completing Raptor Rapture, it's possible to watch Fearless Fismar, Tenacious Tirrod, and Vicious Vorahal fight in the Rala Waterways arena.","Involved in Quests:
- Raptor Rapture

Notes:
After completing Raptor Rapture, it's possible to watch Fearless Fismar, Tenacious Tirrod, and Vicious Vorahal fight in the Rala Waterways arena.",""
"Tenzen","Cutscene NPC","Cutscene; Far East","","Involved in Missions:
- Promathia Mission 3-2: Vessel Without a Captain
- Promathia Mission 3-5: Darkness Named
- Promathia Mission 4-1: Sheltering Doubt
- Promathia Mission 4-2: The Savage
- Promathia Mission 4-3: The Secrets of Worship
- Promathia Mission 4-4: Slanderous Utterings
- Promathia Mission 5-1: The Enduring Tumult of War
- Promathia Mission 5-2: Desires of Emptiness
- Promathia Mission 5-3: Three Paths
- The Pursuit of Paradise (Tenzen's Path)
- Promathia Mission 6-1: For Whom the Verse is Sung
- Promathia Mission 6-4: One to be Feared
- Promathia Mission 7-1: Chains and Bonds
- Promathia Mission 7-2: Flames in the Darkness
- Promathia Mission 7-3: Fire in the Eyes of Men
- Promathia Mission 7-4: Calm Before the Storm
- Promathia Mission 7-5: The Warrior's Path
- Promathia Mission 8-3: When Angels Fall
- Promathia Mission 8-4: Dawn

Notes:
*Tenzen has come from a mysterious nation in the Far East to fight the Emptiness, with the mystical Phoenix Blade at his side. He is one of your companions through most of the Chains of Promathia Missions; you first meet him in Chapter 3.","Involved in Missions:
- Promathia Mission 3-2: Vessel Without a Captain
- Promathia Mission 3-5: Darkness Named
- Promathia Mission 4-1: Sheltering Doubt
- Promathia Mission 4-2: The Savage
- Promathia Mission 4-3: The Secrets of Worship
- Promathia Mission 4-4: Slanderous Utterings
- Promathia Mission 5-1: The Enduring Tumult of War
- Promathia Mission 5-2: Desires of Emptiness
- Promathia Mission 5-3: Three Paths
- The Pursuit of Paradise (Tenzen's Path)
- Promathia Mission 6-1: For Whom the Verse is Sung
- Promathia Mission 6-4: One to be Feared
- Promathia Mission 7-1: Chains and Bonds
- Promathia Mission 7-2: Flames in the Darkness
- Promathia Mission 7-3: Fire in the Eyes of Men
- Promathia Mission 7-4: Calm Before the Storm
- Promathia Mission 7-5: The Warrior's Path
- Promathia Mission 8-3: When Angels Fall
- Promathia Mission 8-4: Dawn

Notes:
*Tenzen has come from a mysterious nation in the Far East to fight the Emptiness, with the mystical Phoenix Blade at his side. He is one of your companions through most of the Chains of Promathia Missions; you first meet him in Chapter 3.",""
"Teodor","","Adoulin; Cutscenes only","Cutscenes only","Involved in Quests:
- Flavors of Our Lives

Involved in Missions:
- Budding Prospects
- The Smallest of Favors
- The Man in Black
- To the Victor...
- The Order's Treasures","Involved in Quests:
- Flavors of Our Lives

Involved in Missions:
- Budding Prospects
- The Smallest of Favors
- The Man in Black
- To the Victor...
- The Order's Treasures",""
"Tergil","Crafter Points NPC","Windurst Woods","Windurst Woods H-12","Involved in Quests:
- Escutcheons","Involved in Quests:
- Escutcheons",""
"Terianne","","Adoulin; Eastern Adoulin","Eastern Adoulin H-10","","",""
"Terounalivet","Cutscene NPC","Cutscene; Valley of Sorrows cutscene","Valley of Sorrows cutscene","Involved in Quests:
- Relic Horn: Gjallarhorn","Involved in Quests:
- Relic Horn: Gjallarhorn",""
"Terude-Harude","Advanced synthesis image support NPC :*Clothcraft Guild","Windurst; Windurst Woods","Windurst Woods G-12","Notes:
Terude-Harude is an exceptional clothcrafter, who will provide you with advanced synthesis support for a small fee. Accepting his offer will raise your clothcrafting skill slightly, and will increase your chances of a successful synth more so than the free services provided by the other NPCs from the guild. However, you may only have one synthesis support image active at a time, and may not ask other Synthesis Support NPCs for assistance until the one you are currently using has worn off.","Notes:
Terude-Harude is an exceptional clothcrafter, who will provide you with advanced synthesis support for a small fee. Accepting his offer will raise your clothcrafting skill slightly, and will increase your chances of a successful synth more so than the free services provided by the other NPCs from the guild. However, you may only have one synthesis support image active at a time, and may not ask other Synthesis Support NPCs for assistance until the one you are currently using has worn off.",""
"Teruga-Boruga","","Port Windurst; Windurst","Port Windurst L-6","","",""
"Terwok","","Adoulin; Western Adoulin","Western Adoulin K-10","Involved in Quests:
- Order Up","Involved in Quests:
- Order Up",""
"Tesch Garanjy","Armor Depository","Windurst; Windurst Woods","Windurst Woods H-11","Notes:
Stores lvl 24-60 AF, Relic, RSE and other gearsets.","Notes:
Stores lvl 24-60 AF, Relic, RSE and other gearsets.",""
"Tete","","Bastok; Port Bastok","Port Bastok I-5","Involved in Quests:
- The Wisdom of Elders","Involved in Quests:
- The Wisdom of Elders",""
"Teteroon","","Aht Urhgan Whitegate; Al Zahbi","Aht Urhgan Whitegate G-10, on the lower level of Stoneserpent Square, in the corner","","",""
"Tevigogo","Standard Merchant","Adoulin; Western Adoulin","Western Adoulin D-9","Notes:
Sells:: *Pickaxe 200 *Hatchet 500 *Sickle 300 *Dart 10 *Hawkeye 60 *Iron Arrow 8","Notes:
Sells:: *Pickaxe 200 *Hatchet 500 *Sickle 300 *Dart 10 *Hawkeye 60 *Iron Arrow 8",""
"Tewo Rutuminpa","","Jeuno; Upper Jeuno","Upper Jeuno G-7","","",""
"Teyrnon","Monstrosity NPC","Feretory","Feretory","Involved in Quests:
- Monstrosity (Quest)
- Monstrosity

Notes:
This spirit resides in the Feretory. It is the true form of the one of the possessed mannequin knowns as Suspicious Hume, Suspicious Elvaan, Suspicious Galka, or Suspicious Tarutaru.","Involved in Quests:
- Monstrosity (Quest)
- Monstrosity

Notes:
This spirit resides in the Feretory. It is the true form of the one of the possessed mannequin knowns as Suspicious Hume, Suspicious Elvaan, Suspicious Galka, or Suspicious Tarutaru.",""
"Thadiene","Standard Merchant","San d'Oria; Southern San d'Oria","Southern San d'Oria K-7|Helbort's Blades","","",""
"Thali Mhobrum","","Kazham","Kazham I-8","","",""
"The Great Kupellion","Cutscene NPC","Cutscene; Gha Naboh Matriarchate; Outland","Gha Naboh Matriarchate","Involved in Quests:
- Hypnotic Hospitality
- Titillating Tomes","Involved in Quests:
- Hypnotic Hospitality
- Titillating Tomes",""
"The Keeper","Cutscene NPC","Adoulin; Cutscene; Rala Waterways","Rala Waterways","Involved in Missions:
- For Whom Do We Toil?{{Verification","Involved in Missions:
- For Whom Do We Toil?{{Verification",""
"Theodor","","Bastok; The Eldieme Necropolis (S)","The Eldieme Necropolis (S) H-9","Notes:
* Disappears when Campaign starts. Quotes: ""Listen. If you stand still long enough, you can sometimes hear the sound of claws scraping the other side of these doors...""","Notes:
* Disappears when Campaign starts. Quotes: ""Listen. If you stand still long enough, you can sometimes hear the sound of claws scraping the other side of these doors...""",""
"Theophylacte","Standard Merchant","Adoulin; Western Adoulin","Western Adoulin K-9 on Big Bridge","","",""
"Theraisie","Standard Merchant","Jeuno; M & P's Market in Upper Jeuno","M & P's Market in Upper Jeuno G-6","","",""
"Thierride","Quest Giver NPC","Port San d'Oria; San d'Oria","Port San d'Oria G-7, in the Rusty Anchor Pub","Starts Quests:
- A Taste For Meat

Involved in Quests:
- The Brugaire Consortium
- Her Memories: Old Bean","Starts Quests:
- A Taste For Meat

Involved in Quests:
- The Brugaire Consortium
- Her Memories: Old Bean",""
"Thierride (S)","","San d'Oria (S); Southern San d'Oria (S)","Southern San d'Oria (S) F-8","Starts Quests:
- Beans Ahoy!","Starts Quests:
- Beans Ahoy!",""
"Thirkell","Allied Notes Notorious Monster Proprietor","San d'Oria (S); Southern San d'Oria (S)","Southern San d'Oria (S) L-6","Notes:
*Sells {{KeyItem","Notes:
*Sells {{KeyItem",""
"Thorben","","Bastok (S); Batallia Downs (S)","Batallia Downs (S)","Starts Quests:
- Lost in Translocation","Starts Quests:
- Lost in Translocation",""
"Three of Clubs","","Port Windurst; Windurst","Port Windurst G-7","Involved in Quests:
- Lure of the Wildcat (Windurst)","Involved in Quests:
- Lure of the Wildcat (Windurst)",""
"Three of Spades","","Windurst; Windurst Woods","Windurst Woods H-9","","",""
"Three Steps, I.M.","Conquest Overseer - Bastok Outland Conquest Guard","Bastok; Meriphataud Mountains","Meriphataud Mountains F-12","Notes:
Appears when Aragoneu is controlled by Bastok during the conquest period. ;Notes for characters only with Bastok as current Allegiance: :*Casts Signet :*Choice of setting Home Point for free :*Recharges Emperor Band, Empress Band or Chariot Band :*Accepts Aragoneu Supplies for finishing Supply Quest ;Notes for characters only without Bastok as current Allegiance: :*Choice of setting Home Point for a fee - higher prices for higher Allegiance Ranks (Rank 10: 5600 gil) For further information see Conquest Overseer.","Notes:
Appears when Aragoneu is controlled by Bastok during the conquest period. ;Notes for characters only with Bastok as current Allegiance: :*Casts Signet :*Choice of setting Home Point for free :*Recharges Emperor Band, Empress Band or Chariot Band :*Accepts Aragoneu Supplies for finishing Supply Quest ;Notes for characters only without Bastok as current Allegiance: :*Choice of setting Home Point for a fee - higher prices for higher Allegiance Ranks (Rank 10: 5600 gil) For further information see Conquest Overseer.",""
"Thubu Parohren","Fisherman's Guild Master","Port Windurst; Windurst","Port Windurst C-8","Involved in Quests:
- One Good Deed?

Notes:
This NPC will: :*Sign you up for the Fisherman's Guild. :*Notify you of the guild test items (fishes) needed to advance in rank every 10 skill levels. :*Accept the items you need to turn in, to go up in rank for the Fisherman's Guild.","Involved in Quests:
- One Good Deed?

Notes:
This NPC will: :*Sign you up for the Fisherman's Guild. :*Notify you of the guild test items (fishes) needed to advance in rank every 10 skill levels. :*Accept the items you need to turn in, to go up in rank for the Fisherman's Guild.",""
"Thunder Fiend","Campaign Battle NPC","Various; Windurst (S)","Various","Notes:
* Summoned by Kayeel-Payeel (S) during Campaign Battles along with the Ice Fiend. * Mimics Kayeel-Payeel's casting. * You can cure the Thunder Fiend, even though it is a elemental / pet.","Notes:
* Summoned by Kayeel-Payeel (S) during Campaign Battles along with the Ice Fiend. * Mimics Kayeel-Payeel's casting. * You can cure the Thunder Fiend, even though it is a elemental / pet.",""
"Thunder Hawk","Quest Giver NPC","Selbina","Selbina G-9","Starts Quests:
- The Rescue","Starts Quests:
- The Rescue",""
"Thurlow, C.A.","Campaign NPC","Beadeaux (S); Jeuno (S)","Beadeaux (S) E-7","Notes:
*Jeuno affiliated Campaign Arbiter. Present when Beastmen have control of Beadeaux (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","Notes:
*Jeuno affiliated Campaign Arbiter. Present when Beastmen have control of Beadeaux (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign",""
"Tian Tian","","Ilrusi Atoll; Outland","Ilrusi Atoll","Involved in Missions:
- Lost and Found","Involved in Missions:
- Lost and Found",""
"Tiana","Cutscene NPC","Adoulin; Cutscene","Adoulin","Involved in Missions:
- Onward to Adoulin
- Heartwings and the Kindhearted
- Dark Clouds Ahead","Involved in Missions:
- Onward to Adoulin
- Heartwings and the Kindhearted
- Dark Clouds Ahead",""
"Tibelda","Regional Vendor","Bastok; Bastok Mines","Bastok Mines E-6","","",""
