Type,Count,Status,Suggestion,Sources,Examples
"Quest Associate",19,"suggested","Quest NPC","npc=19","Baunise (npc); Exoroche (npc); Hinaree (npc); Leuveret (npc); Arnau (npc); Clainomille (npc)"
"Quest Starter",19,"suggested","Quest NPC","legacy_wiki=17; npc=2","Pacomart (npc); Tonasav (npc); Tsetseroon (legacy_wiki); Soun Abralah (legacy_wiki); Swift (legacy_wiki); Magephaud (legacy_wiki)"
"Tenshodo Merchant",18,"suggested","Tenshodo Vendor","legacy_wiki=9; npc=9","Amalasanda (npc); Achika (npc); Chiyo (npc); Akamafula (npc); Jabbar (npc); Silver Owl (npc)"
"Synthesis Support",16,"suggested","Synthesis Image Support","npc=16","Rajaaha (npc); Tek Lengyon (npc); Anillah (npc); Nikkoko (npc); Greubaque (npc); Kipopo (npc)"
"Trust Coordinator",13,"suggested","Other NPC","npc=13","Wetata (npc); Clarion Star (npc); Trust: Sakura (npc); Rigobertine (npc); Tonberry Priest (npc); Taillegeas (npc)"
"Warp NPC",13,"suggested","Teleport NPC","legacy_wiki=13","Domenic (legacy_wiki); Sleakachiq (legacy_wiki); Pattsu-Yabittsu (legacy_wiki); Komulili (legacy_wiki); Tonana (legacy_wiki); Alib-Mufalib (legacy_wiki)"
"Map Marker",12,"suggested","Map Viewer","legacy_wiki=6; npc=6","Hugo (npc); Zelala (npc); Nuria (npc); Fariska Lokhmi (npc); Rumoie (npc); Gwinar (npc)"
"Regional Merchant",12,"suggested","Regional Vendor","legacy_wiki=1; npc=11","Galdeo (npc); Fomina (npc); Attarena (npc); Ahyeekih (npc); Baehu-Faehu (npc); Prestapiq (npc)"
"Guild Merchant",11,"suggested","Guild Vendor","legacy_wiki=11","Cehn Teyohngo (legacy_wiki); Mololo (legacy_wiki); Vicious Eye (legacy_wiki); Celestina (legacy_wiki); Pashi Maccaleh (legacy_wiki); Yabby Tanmikey (legacy_wiki)"
"Conquest Overseer - Bastok Outpost Conquest Guard",8,"suggested","Regional Vendor","legacy_wiki=8","Kaya, I.M. (legacy_wiki); Yoshihiro, I.M. (legacy_wiki); Takamoto, I.M. (legacy_wiki); Akane, I.M. (Beaucedine Glacier) (legacy_wiki); Yoram, I.M. (legacy_wiki); Tsunashige, I.M. (legacy_wiki)"
"Conquest Overseer - San d'Oria Outpost Conquest Guard",7,"suggested","Regional Vendor","legacy_wiki=7","Doladepaiton, R.K. (legacy_wiki); Pitoire, R.K. (legacy_wiki); Jeantelas, R.K. (legacy_wiki); Jemmoquel, R.K. (legacy_wiki); Chaplion, R.K. (legacy_wiki); Quanteilleron, R.K. (legacy_wiki)"
"Conquest Overseer - Windurst Outpost Conquest Guard",7,"suggested","Regional Vendor","legacy_wiki=7","Ryunchi-Pauchi, W.W. (legacy_wiki); Tsonga-Hoponga, W.W. (legacy_wiki); Bubchu-Bibinchu, W.W. (legacy_wiki); Kyanta-Pakyanta, W.W. (legacy_wiki); Nyata-Mobuta, W.W. (legacy_wiki); Teldo-Moroldo, W.W. (legacy_wiki)"
"CW Armor Quest",6,"suggested","Armor Vendor","catseye_item=1; catseye_npc=5","Nefari (catseye_npc); Aletta (catseye_npc); Bella (catseye_npc); Gan-Ban (catseye_npc); Cramp (catseye_npc); Faded Footprint (catseye_item)"
"Imperial Gate Guard",6,"suggested","Imperial Standing NPC","legacy_wiki=3; npc=3","Falzuuk (npc); Famatar (npc); Asrahd (npc); Falzuuk (legacy_wiki); Famatar (legacy_wiki); Asrahd (legacy_wiki)"
"Scroll Quest",6,"suggested","Scroll Vendor","npc=6","Vilatroire (npc); Eperdur (npc); Rauteinot (npc); Virnage (npc); Kohlo-Lakolo (npc); Unlucky Rat (npc)"
"Records of Eminence",5,"suggested","Records of Eminence NPC","npc=5","Fhelm Jobeizat (npc); Rolandienne (npc); Isakoth (npc); Eternal Flame (npc); A.M.A.N. Liaison (npc)"
"Armor Storage",4,"suggested","Armor Vendor","catseye_npc=4","Squire Warlock (catseye_npc); Squire Knight (catseye_npc); Squire Guard (catseye_npc); Squire Decurion (catseye_npc)"
"Event Item Storer",4,"suggested","Event Storage NPC","legacy_wiki=4","Poudoruchant (legacy_wiki); Garridan (legacy_wiki); Gallagher (legacy_wiki); Jarafah (legacy_wiki)"
"Outpost Teleporter",4,"suggested","Regional Vendor","legacy_wiki=2; npc=2","Rottata (npc); Conrad (npc); Rottata (legacy_wiki); Conrad (legacy_wiki)"
"Wildcat Recruiter",4,"suggested","Quest NPC","npc=4","Daggao (npc); Cherlodeau (npc); Pomilla (npc); Anilla (npc)"
"Outpost Warp",3,"suggested","Regional Vendor","catseye_npc=3","Emilia (catseye_npc); Emilio (catseye_npc); Emiliu (catseye_npc)"
"Tutorial NPC",3,"suggested","Information NPC","legacy_wiki=3","Gulldago (legacy_wiki); Selele (legacy_wiki); Alaune (legacy_wiki)"
"Blue Mage AF Armour Crafter",2,"suggested","Armor Vendor","legacy_wiki=1; npc=1","Kushdeel (npc); Kushdeel (legacy_wiki)"
"Outpost Teleporter NPC",2,"suggested","Regional Vendor","legacy_wiki=1; npc=1","Jeanvirgaud (npc); Jeanvirgaud (legacy_wiki)"
"Outpost Unlock Quest",2,"suggested","Regional Vendor","catseye_item=1; catseye_npc=1","Disarmed Knight (catseye_npc); Training Supplies (catseye_item)"
"Regional Merchant NPC :*Li'Telor Region",2,"suggested","Regional Vendor","legacy_wiki=2","Attarena (legacy_wiki); Otete (legacy_wiki)"
"Regional Vendor NPC :*Derfland Region",2,"suggested","Regional Vendor","legacy_wiki=2","Taraihi-Perunhi (legacy_wiki); Pourette (legacy_wiki)"
"Regional Vendor NPC :*Elshimo Uplands Region",2,"suggested","Regional Vendor","legacy_wiki=2","Bonmaurieut (legacy_wiki); Sattsuh Ahkanpari (legacy_wiki)"
"Regional Vendor NPC :*Fauregandi Region",2,"suggested","Regional Vendor","legacy_wiki=2","Vichuel (legacy_wiki); Sheia Pohrichamaha (legacy_wiki)"
"Regional Vendor NPC :*Gustaberg Region",2,"suggested","Regional Vendor","legacy_wiki=2","Apairemant (legacy_wiki); Nya Labiccio (legacy_wiki)"
"Regional Vendor NPC :*Kuzotz Region",2,"suggested","Regional Vendor","legacy_wiki=2","Patolle (legacy_wiki); Nhobi Zalkia (legacy_wiki)"
"Regional Vendor NPC :*Norvallen Region",2,"suggested","Regional Vendor","legacy_wiki=2","Machielle (legacy_wiki); Posso Ruhbini (legacy_wiki)"
"Regional Vendor NPC :*Qufim Region",2,"suggested","Regional Vendor","legacy_wiki=2","Millerovieunet (legacy_wiki); Eugballion (legacy_wiki)"
"Regional Vendor NPC :*Valdeaunia Region",2,"suggested","Regional Vendor","legacy_wiki=2","Palguevion (legacy_wiki); Zoreen (legacy_wiki)"
"Regional Vendor NPC :*Vollbow Region",2,"suggested","Regional Vendor","legacy_wiki=2","Millechuca (legacy_wiki); Lebondur (legacy_wiki)"
"Regional Vendor NPC :*Zulkheim Region",2,"suggested","Regional Vendor","legacy_wiki=2","Phamelise (legacy_wiki); Bin Stejihna (legacy_wiki)"
"Title Changer",2,"suggested","Title NPC","npc=2","Debadle-Levadle (npc); Yulon-Polon (npc)"
"Aeonic Weapons",1,"suggested","Weapon Vendor","npc=1","Temprix (npc)"
"Armor Exchange",1,"suggested","Armor Vendor","npc=1","Shelu-Mapelu (npc)"
"Armor Shop",1,"suggested","Armor Vendor","item=1","Door:Rosel's Armour (item)"
"Armor Trials",1,"suggested","Armor Vendor","npc=1","Magian Moogle (blue) (npc)"
"Armor Upgrades",1,"suggested","Armor Vendor","npc=1","Sagheera (npc)"
"Augmented Armor Storage",1,"suggested","Armor Vendor","catseye_npc=1","Squires (catseye_npc)"
"Empyrean Armor",1,"suggested","Armor Vendor","npc=1","Helina (npc)"
"Empyrean Armor NPC",1,"suggested","Armor Vendor","legacy_wiki=1","Helina (legacy_wiki)"
"Information",1,"suggested","Information NPC","npc=1","Ryo (npc)"
"Item Storage",1,"suggested","Armor Storage NPCs","npc=1","Porter Moogle (npc)"
"JSE Weapons",1,"suggested","Weapon Vendor","catseye_npc=1","Oboro (catseye_npc)"
"Map NPC",1,"suggested","Map Vendor","npc=1","Luthiaque (npc)"
"Mog House",1,"suggested","Mog House NPC","npc=1","Moogle (npc)"
"Mog House Guide",1,"suggested","Mog House NPC","npc=1","Fulchia (npc)"
"Prime Weapons",1,"suggested","Weapon Vendor","npc=1","Gama-Shama (npc)"
"RSE Quest",1,"suggested","RSE Vendor","npc=1","Guttrix (npc)"
"Regional Merchant :*Movalpolos Region",1,"suggested","Regional Vendor","legacy_wiki=1","Prestapiq (legacy_wiki)"
"Regional Merchant NPC :*Aragoneu Region",1,"suggested","Regional Vendor","legacy_wiki=1","Maqu Molpih (legacy_wiki)"
"Regional Merchant NPC :*Elshimo Lowlands Region",1,"suggested","Regional Vendor","legacy_wiki=1","Fomina (legacy_wiki)"
"Regional Merchant NPC :*Kolshushu Region",1,"suggested","Regional Vendor","legacy_wiki=1","Ahyeekih (legacy_wiki)"
"Regional Merchant NPC :*Movalpolos Region",1,"suggested","Regional Vendor","legacy_wiki=1","Vendavoq (legacy_wiki)"
"Regional Merchant NPC :*Ronfaure Region",1,"suggested","Regional Vendor","legacy_wiki=1","Jourille (legacy_wiki)"
"Regional Merchant NPC :*Sarutabaruta Region",1,"suggested","Regional Vendor","legacy_wiki=1","Baehu-Faehu (legacy_wiki)"
"Regional Merchant NPC :*Tavnazian Archipelago Region",1,"suggested","Regional Vendor","legacy_wiki=1","Alizabe (legacy_wiki)"
"Regional Vendor NPC (Derfland Region)",1,"suggested","Regional Vendor","legacy_wiki=1","Belka (legacy_wiki)"
"Regional Vendor NPC :*Elshimo Lowlands Region",1,"suggested","Regional Vendor","legacy_wiki=1","Nimia (legacy_wiki)"
"Regional Vendor NPC :*Kolshushu Region",1,"suggested","Regional Vendor","legacy_wiki=1","Fiva (legacy_wiki)"
"Regional Vendor NPC :*Ronfaure Region",1,"suggested","Regional Vendor","legacy_wiki=1","Corua (legacy_wiki)"
"Regional Vendor NPC :*Sarutabaruta Region",1,"suggested","Regional Vendor","legacy_wiki=1","Milva (legacy_wiki)"
"Regional Vendor NPC :*Tavnazian Archipelago Region, Available only to those on CoP chapter 4 (or higher)",1,"suggested","Regional Vendor","legacy_wiki=1","Deguerendars (legacy_wiki)"
"Regional Vendor NPC :Aragoneu Region",1,"suggested","Regional Vendor","legacy_wiki=1","Antonian (legacy_wiki)"
"Relic Weapon Upgrader NPC",1,"suggested","Weapon Vendor","legacy_wiki=1","Switchstix (legacy_wiki)"
"Salvage Armor Exchange",1,"suggested","Armor Vendor","npc=1","Ghanraam (npc)"
"Scroll Storage",1,"suggested","Scroll Vendor","catseye_npc=1","Gramateus (catseye_npc)"
"Tenshodo Chief",1,"suggested","Tenshodo Vendor","npc=1","Aldo (npc)"
"Tenshodo Informant",1,"suggested","Tenshodo Vendor","npc=1","Liki Steligho (npc)"
"Weapon Shop",1,"suggested","Weapon Vendor","item=1","Door:Helbort's Blades (item)"
"Weapon Skill Quest",1,"suggested","Weapon Vendor","npc=1","Novalmauge (npc)"
"Letter Moogle",22,"custom_keep","","catseye_npc=22","Monty (catseye_npc); Mogrika (catseye_npc); Kumop (catseye_npc); Mogtaka (catseye_npc); Moonte (catseye_npc); Mosco (catseye_npc)"
"HELM Unlock Quest",7,"custom_keep","","catseye_item=3; catseye_npc=4","Felyna (catseye_npc); Mathias (catseye_npc); Dadaroon (catseye_npc); Khartes (catseye_npc); Miner's Helmet (catseye_item); Vantage Point (catseye_item)"
"CW Early Gear",6,"custom_keep","","catseye_item=2; catseye_npc=4","Pennana (catseye_npc); Alutanie (catseye_npc); Manusiel (catseye_npc); Ferredec (catseye_npc); Mithra Tracks (catseye_item); Hume Footprint (catseye_item)"
"EXP Guide Unlock",5,"custom_keep","","catseye_item=3; catseye_npc=2","Ash (catseye_npc); Andrus (catseye_npc); Shredded Page (catseye_item); Torn Page (catseye_item); Tattered Page (catseye_item)"
"Goblin Daily",5,"custom_keep","","catseye_npc=5","Fishstix (catseye_npc); Saltlix (catseye_npc); Murdox (catseye_npc); Mistrix (catseye_npc); Beetrix (catseye_npc)"
"Venture Registration",5,"custom_keep","","catseye_npc=5","Orenix (catseye_npc); Woodnox (catseye_npc); Magilox (catseye_npc); Woodnix (catseye_npc); Populox (catseye_npc)"
"CW Intro Quest",4,"custom_keep","","catseye_npc=4","Iron Wolf (catseye_npc); Robineaux (catseye_npc); Erudu-Faludu (catseye_npc); Crystal Warden (catseye_npc)"
"Mog Vault Quest",4,"custom_keep","","catseye_npc=4","Atla (catseye_npc); Mozme (catseye_npc); Serino (catseye_npc); Mochos (catseye_npc)"
"Novice Trial NM",4,"custom_keep","","catseye_item=4","Lost Lockpick (catseye_item); Large Hoofprint (catseye_item); Lost Tongs (catseye_item); Lost Needle (catseye_item)"
"Novice Trials",4,"custom_keep","","catseye_npc=4","Huebald (catseye_npc); Sadoc (catseye_npc); Mellie (catseye_npc); Bobortimer (catseye_npc)"
"CW HELM Quest",3,"custom_keep","","catseye_npc=3","Aesculian (catseye_npc); Iron Digger (catseye_npc); Fha Mhakyaa (catseye_npc)"
"CW Intro Gather",3,"custom_keep","","catseye_item=3","Loose Branch (catseye_item); Brittle Rocks (catseye_item); Dangling Root (catseye_item)"
"CW Issue Recovery",3,"custom_keep","","catseye_item=2; catseye_npc=1","Carnelian (catseye_npc); Crystal Guide (catseye_item); Crystal Guide Book (catseye_item)"
"CW Starting Ring",3,"custom_keep","","catseye_npc=3","Verona (catseye_npc); Moyeyo (catseye_npc); Aeolia (catseye_npc)"
"CW Trust Quest",3,"custom_keep","","catseye_npc=3","Keenajaques (catseye_npc); Reisle (catseye_npc); Sharara (catseye_npc)"
"EXP Guide",3,"custom_keep","","catseye_item=1; catseye_npc=2","EXP Guide (catseye_npc); EXP Guide (S) (catseye_npc); EXP Guide (catseye_item)"
"Referral Concierge",3,"custom_keep","","catseye_npc=3","Una Mhiga R.C. (catseye_npc); Cara R.C. (catseye_npc); Vennoire R.C. (catseye_npc)"
"Summit Offering",3,"custom_keep","","catseye_item=3","Orc Offering (catseye_item); Yagudo Offering (catseye_item); Quadav Offering (catseye_item)"
"Summit Offering Turn-in",3,"custom_keep","","catseye_item=3","Yagudo's Essence (catseye_item); Quadav's Essence (catseye_item); Orc's Essence (catseye_item)"
"System Unlock Quest",3,"custom_keep","","catseye_item=1; catseye_npc=2","Letheb (catseye_npc); Sebastian (catseye_npc); Dirt (catseye_item)"
"Adept Reforging",2,"custom_keep","","catseye_item=1; catseye_npc=1","Adeptus (catseye_npc); Book of Mastery (catseye_item)"
"CW Storage Unlock",2,"custom_keep","","catseye_item=1; catseye_npc=1","Rusty Hammer (catseye_npc); Crooked Trunk (catseye_item)"
"Domain Warp",2,"custom_keep","","catseye_npc=2","Mild Traveler (catseye_npc); Stoic Traveler (catseye_npc)"
"Doubloon Fish Daily",2,"custom_keep","","catseye_item=1; catseye_npc=1","Crooked Jones (catseye_npc); Sinister Stash (catseye_item)"
"Dragonslaying Merit Storage",2,"custom_keep","","catseye_item=1; catseye_npc=1","Dragon Lore (catseye_npc); Dragon Lore (catseye_item)"
"Lv30 Gear Upgrades",2,"custom_keep","","catseye_npc=2","Steel Teeth (catseye_npc); Renovio (catseye_npc)"
"AF+1 Augments",1,"custom_keep","","catseye_npc=1","Vision (catseye_npc)"
"Attachment Fixer",1,"custom_keep","","catseye_npc=1","Geppetto (catseye_npc)"
"Beastcoin Exchange",1,"custom_keep","","catseye_npc=1","Cumetouflaix (catseye_npc)"
"CEXI 1000 Player Event",1,"custom_keep","","catseye_npc=1","Chiliad the Snoll (catseye_npc)"
"CW Arena Entry",1,"custom_keep","","catseye_item=1","Yagudo Tracks (catseye_item)"
"CW Arena Unlock",1,"custom_keep","","catseye_npc=1","Yagudo Outlaw (catseye_npc)"
"CW Content Quest",1,"custom_keep","","catseye_npc=1","Dusty Footprint (catseye_npc)"
"CW Crafting Buff",1,"custom_keep","","catseye_item=1","Campfire (catseye_item)"
"CW Daily Content",1,"custom_keep","","catseye_npc=1","Bagatrix (catseye_npc)"
"CW Daily Reward",1,"custom_keep","","catseye_npc=1","Boboroon (catseye_npc)"
"CW Material Storage",1,"custom_keep","","catseye_item=1","Ephemeral Box (catseye_item)"
"CW Mode Conversion",1,"custom_keep","","catseye_npc=1","Shattering Stone (catseye_npc)"
"CW Mode Services",1,"custom_keep","","catseye_npc=1","Petros (catseye_npc)"
"CW Quest Upgrade",1,"custom_keep","","catseye_npc=1","Ametrine (catseye_npc)"
"CW Reward Recovery",1,"custom_keep","","catseye_npc=1","Nemosyne (catseye_npc)"
"CW Trust Fight",1,"custom_keep","","catseye_item=1","Crystal Anomaly (catseye_item)"
"Collection Rewards",1,"custom_keep","","catseye_npc=1","Myrios (catseye_npc)"
"Curio Unlock Quest",1,"custom_keep","","catseye_npc=1","Shady Dealer (catseye_npc)"
"Daily Box",1,"custom_keep","","catseye_item=1","Gobbie Mystery Box (catseye_item)"
"Daily Rewards",1,"custom_keep","","catseye_npc=1","Goldilox (catseye_npc)"
"Domain Invasion Entry",1,"custom_keep","","catseye_npc=1","Domain Traveler (catseye_npc)"
"Domain Shard Exchange",1,"custom_keep","","catseye_npc=1","Domain Officer (catseye_npc)"
"Dragonslaying DKP",1,"custom_keep","","catseye_npc=1","Sigmund (catseye_npc)"
"Dynamis Augments",1,"custom_keep","","catseye_npc=1","Franz (catseye_npc)"
"Dynamis Currency Storage",1,"custom_keep","","catseye_npc=1","Freya (catseye_npc)"
"EXP Guide (S)",1,"custom_keep","","catseye_item=1","EXP Guide (S) (catseye_item)"
"Fish Rewards",1,"custom_keep","","catseye_npc=1","Marceo (catseye_npc)"
"Garrison & Incursion Rewards",1,"custom_keep","","catseye_npc=1","Garret (catseye_npc)"
"Grand Trials",1,"custom_keep","","catseye_npc=1","Cassie (catseye_npc)"
"Helper Rewards",1,"custom_keep","","catseye_npc=1","Perrin (catseye_npc)"
"Imperial Marks",1,"custom_keep","","catseye_npc=1","Quartermaster (catseye_npc)"
"Imperial Promotion",1,"custom_keep","","catseye_npc=1","Wildcat Captain (catseye_npc)"
"Imperial Vault",1,"custom_keep","","catseye_npc=1","Vault Keeper (catseye_npc)"
"Incursion Exchange",1,"custom_keep","","catseye_npc=1","Imperial Trader (catseye_npc)"
"Incursion Warp",1,"custom_keep","","catseye_npc=1","Imperial Spy (catseye_npc)"
"Item Recycling",1,"custom_keep","","catseye_npc=1","Garbagio (catseye_npc)"
"Job Unlock",1,"custom_keep","","catseye_npc=1","Octavien (catseye_npc)"
"Junk Exchange",1,"custom_keep","","catseye_npc=1","Junknix (catseye_npc)"
"Leafallia Amenities",1,"custom_keep","","catseye_npc=1","Eryndor (catseye_npc)"
"Merit Reset",1,"custom_keep","","catseye_npc=1","Limitrix (catseye_npc)"
"Mog Vault Fight",1,"custom_keep","","catseye_npc=1","Mogster (catseye_npc)"
"Mount Customization",1,"custom_keep","","catseye_npc=1","Riding Thunder (catseye_npc)"
"Mystery Box",1,"custom_keep","","catseye_npc=1","Gobbie Mystery Box (catseye_npc)"
"Organ Storage",1,"custom_keep","","catseye_item=1","Lumorian Gleam (catseye_item)"
"Prestige System",1,"custom_keep","","catseye_npc=1","Prestix (catseye_npc)"
"PvP Teleporter",1,"custom_keep","","catseye_npc=1","Afdeen (catseye_npc)"
"Race Change",1,"custom_keep","","catseye_npc=1","Ancestry Moogle (catseye_npc)"
"Salvage Upgrades",1,"custom_keep","","catseye_npc=1","Irvina (catseye_npc)"
"Sea Dailies",1,"custom_keep","","catseye_npc=1","Palalumin (catseye_npc)"
"Sparks Spell Training",1,"custom_keep","","catseye_npc=1","Wizardoll (catseye_npc)"
"Stronghold Warp",1,"custom_keep","","catseye_npc=1","Portalix (catseye_npc)"
"Summit Global Buffs",1,"custom_keep","","catseye_npc=1","Lanira (catseye_npc)"
"Summit Quest Fight",1,"custom_keep","","catseye_item=1","Nyx's Essence (catseye_item)"
"Summit Target Family",1,"custom_keep","","catseye_npc=1","Mehira (catseye_npc)"
"Summit Tax Rewards",1,"custom_keep","","catseye_npc=1","Soupox (catseye_npc)"
"Summit Token Weekly",1,"custom_keep","","catseye_npc=1","Summit Warden (catseye_npc)"
"Venture Battles",1,"custom_keep","","catseye_npc=1","Brewnix (catseye_npc)"
"Weekly Hunt",1,"custom_keep","","catseye_npc=1","Hunter (catseye_npc)"
"Cutscene NPC",543,"exact_bg","Cutscene NPC","legacy_wiki=255; npc=288","Martial Maestro Megomak (npc); Cyranuce (npc); Bearer of Darkness (npc); Liliroon (npc); Zeelozok (npc); Mufeh Hajrrha (npc)"
"Quest NPC",116,"exact_bg","Quest NPC","catseye_npc=5; legacy_wiki=92; npc=19","Agent M97 (catseye_npc); Megasolus (catseye_npc); Tenebraux (catseye_npc); Pedro (catseye_npc); Lectilas (catseye_npc); Ulbuun (npc)"
"Regional Vendor",59,"exact_bg","Regional Vendor","legacy_wiki=16; npc=43","Zoby Quhyo (npc); Phamelise (npc); Vattian (npc); Patolle (npc); Machielle (npc); Millerovieunet (npc)"
"Mission NPC",38,"exact_bg","Mission NPC","legacy_wiki=36; npc=2","Nhev Befrathi (npc); Eideialc (npc); Chero-Machero (legacy_wiki); Karazahm (legacy_wiki); Judith (legacy_wiki); Lilisette (legacy_wiki)"
"Map Vendor",32,"exact_bg","Map Vendor","legacy_wiki=15; npc=17","Rusese (npc); Mhoji Roccoruh (npc); Riyadahf (npc); Jalah Mistani (npc); Violitte (npc); Promurouve (npc)"
"Gate Guard",12,"exact_bg","Gate Guard","legacy_wiki=1; npc=11","Rashid (npc); Janshura-Rashura (npc); Argus (NPC) (npc); Malduc (npc); Cleades (npc); Mokyokyo (npc)"
"Assault NPC",11,"exact_bg","Assault NPC","legacy_wiki=11","Black Badge Mamool Ja (legacy_wiki); Zahakahm (legacy_wiki); Mamool Ja Governor (legacy_wiki); Qiqirn Diver (legacy_wiki); Qiqirn Chief Diver (legacy_wiki); Yellow Badge Mamool Ja (legacy_wiki)"
"Guild Master",11,"exact_bg","Guild Master","legacy_wiki=4; npc=7","Reinberta (npc); Faulpie (npc); Ghemp (npc); Abd-al-Raziq (npc); Piketo-Puketo (npc); Ponono (npc)"
"Records of Eminence NPC",4,"exact_bg","Records of Eminence NPC","legacy_wiki=4","Fhelm Jobeizat (legacy_wiki); Rolandienne (legacy_wiki); Isakoth (legacy_wiki); Eternal Flame (legacy_wiki)"
"Synthesis Image Support",4,"exact_bg","Synthesis Image Support","legacy_wiki=4","Greubaque (legacy_wiki); Wise Owl (legacy_wiki); Hugues (legacy_wiki); Romero (legacy_wiki)"
"Cutscene Replay",2,"exact_bg","Cutscene Replay","item=1; npc=1","Stepholange (npc); Enigmatic Footprints #1 (item)"
"Armor Vendor",1,"exact_bg","Armor Vendor","npc=1","Sokrov (npc)"
"Delivery Box NPC",1,"exact_bg","Delivery Box NPC","legacy_wiki=1","Meumaude (legacy_wiki)"
"Fame NPC",1,"exact_bg","Fame NPC","legacy_wiki=1","Civil Registrar (legacy_wiki)"
