"kind","name","type","icon","zones","location","note","info","link","worldOffsetY","worldOffsetZ","offsetX","offsetY","anchorBone"
"npc","Ratoulle","Adventurer's Assistant","AdventurersAssistant.png","Carpenters' Landing|San d'Oria","","Notes:\n* Reports the arrival and departure of the barges.","","","","","","",""
"npc","Rattling Rain, I.M.","Conquest Overseer","ConquestOverseer.png","Bastok|Beaucedine Glacier|Outland","","Notes:\nAppears, when Fauregandi is under weekly conquest-control by Bastok ;Notes for characters only with Bastok as current Allegiance: :*Casts Signet :*Choice of setting Home Point for free :*Recharges Emperor Band, Empress Band or Chariot Band :*Accepts Fauregandi Supplies for finishing Supply Quest ;Notes for characters only without Bastok as current Allegiance: :*Choice of setting Home Point for a fee - higher prices for higher Allegiance Ranks (Rank 10: 5600 gil) For further information see Conquest Overseer.","","","","","","",""
"npc","Raubahn","Cutscene NPC","Cutscene.png","Al Zahbi|Cutscene|Varies","","Involved in Quests:\n* An Empty Vessel\n* Beginnings\n* Omens\n* Transformations\n* The Beast Within\n* Soothing Waters\n* Embers of His Past\n* Forging a New Myth\n* Coming Full Circle\n* Divine Interference\n\nInvolved in Missions:\n* Aht Urhgan Mission 11: Imperial Schemes\n* Aht Urhgan Mission 21: Finders Keepers\n* Aht Urhgan Mission 27: Misplaced Nobility\n* Aht Urhgan Mission 32: In the Blood\n* Aht Urhgan Mission 37: Path of Blood\n* Aht Urhgan Mission 38: Stirrings of War\n* Aht Urhgan Mission 39: Allied Rumblings\n* Aht Urhgan Mission 42: Path of Darkness\n* Aht Urhgan Mission 44: Nashmeira's Plea\n* Aht Urhgan Mission 45: Ragnarok\n* Aht Urhgan Mission 47: The Empress Crowned\n* Deserter\n* Red Versus Blue\n\nNotes:\nRaubahn is the captain of the Immortals. Raubahn is fought as an opponent in the The Beast Within limit battle, during the Red Versus Blue Assault Mission, and is also encountered during the penultimate battle in TOAU44.","","","","","","",""
"npc","Raurart, R.K.","Campaign","CampaignArbiter.png","Meriphataud Mountains (S)|San d'Oria (S)","","Notes:\n* San d'Oria affiliated Campaign Arbiter. Present when San d'Oria (S) has control of Meriphataud Mountains (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","","","","","","",""
"npc","Raustigne","","","San d'Oria (S)|Southern San d'Oria (S)","","Involved in Quests:\n* Boy and the Beast\n* The Long March North\n\nStarts Missions:\n* WOTG09: Dancers in Distress\n* WOTG12: Affairs of State\n\nInvolved in Missions:\n* WOTG11: A Spoonful of Sugar\n* WOTG20: On Thin Ice\n* WOTG21: Proof of Valor\n* WOTG41: Her Memories","","","","","","",""
"npc","Rauteinot","Scroll Quest","QuestNPC.png","Kazham","","Starts Quests:\n* Missionary Man","","","","","","",""
"npc","Raving Opossum","HTMB Vendor","Merchant.png","Bastok|Port Bastok","","Notes:\nSells key items required for High-Tier Mission Battlefields. See the Phantom Gems page for individual requirements","","","","","","",""
"npc","Ravorara","Quest Giver","QuestGiver.png","Bastok|Port Bastok","","Involved in Quests:\n* Out of the Depths\n* Return to the Depths","","","","","","",""
"npc","Rayeewa","Battlecage Registrar","Dialogue.png","Pankration|The Colosseum","","","","","","","","",""
"npc","Rayjin-Ojin","","","Heavens Tower|Windurst","","","","","","","","",""
"npc","Rayochindot","","","East Ronfaure|San d'Oria","","","","","","","","",""
"npc","Razfahd","Cutscene NPC","Cutscene.png","Al Zahbi|Cutscene|Imperial Ward","","Involved in Quests:\n* Saga of the Skyserpent\n* Fist of the People\n\nStarts Missions:\n* Aht Urhgan Mission 27: Misplaced Nobility\n* Aht Urhgan Mission 32: In the Blood\n\nInvolved in Missions:\n* Aht Urhgan Mission 11: Imperial Schemes\n* Aht Urhgan Mission 18: Passing Glory\n* Aht Urhgan Mission 20: Teahouse Tumult\n* Aht Urhgan Mission 21: Finders Keepers\n* Aht Urhgan Mission 33: Sentinels' Honor\n* Aht Urhgan Mission 37: Path of Blood\n* Aht Urhgan Mission 38: Stirrings of War\n* Aht Urhgan Mission 39: Allied Rumblings\n* Aht Urhgan Mission 41: Light of Judgment\n* Aht Urhgan Mission 44: Nashmeira's Plea\n* Aht Urhgan Mission 45: Ragnarok\n\nNotes:\nThe young vizier who heads the Aht Urhgan government and carries out the will of the Empress. He is currently burdened with solving the domestic and external matters of the Empire. Razfahd's military skill often places him at the forefront of battle, where he commands the Imperial Guard, ""The Immortals.""","","","","","","",""
"npc","Read me","Anti-Cheat NPC","Dialogue.png","Mordion Gaol","","Notes:\nThis NPC is spawned as part of an automated anti-cheating system (RMT-PWNER) called the Auto-Jailer introduced in December 2008 [http://www.playonline.com/pcd/topics/ff11us/detail/4008/detail.html] When a character is detected exhibiting behavior related to the usage of certain third-party tools they are automatically teleported to Mordion Gaol where this NPC will explain to them their current situation: Your character has been jailed due to prohibited activities. Your account will soon be suspended due to this violation. Dependant[sic] upon the outcome of the investigation, your account may also be banned. We will not be accepting any GM calls from this account at this point in time. Once your suspension has been processed and lifted, login and place a GM call to be removed from jail. You will automatically be transferred back to your home point. In at least one case, a character who was mistakenly jailed by this system was still able to place GM calls.[http://www.ffxiah.com/forum/topic/4850/random-gm-jail]","","","","","","",""
"npc","Reaugettie","","","Tavnazian Safehold","","","","","","","","",""
"npc","Red Axe","","","Bastok (S)|The Eldieme Necropolis (S)","","Involved in Quests:\n* Beneath the Mask","","","","","","",""
"npc","Red Badge Mamool Ja","Assault","AssaultPersonnel.png","Mamool Ja Training Grounds","","Involved in Missions:\n* Imperial Treasure Retrieval","","","","","","",""
"npc","Red Canyon","","","Bastok|Bastok Markets","","","","","","","","",""
"npc","Red Canyon (S)","Dialogue NPC","Dialogue.png","Bastok (S)|Bastok Markets (S)","","Notes:\n""Port Bastok is strictly off-limits to all but authorized personnel. However, if you wish to travel to North Gustaberg, you may use the Republic's supply causeway. Cross the bridge?""","","","","","","",""
"npc","Red Ghost","Quest Giver","QuestGiver.png","Jeuno|Port Jeuno","","Involved in Quests:\n* Unlisted Qualities (See also: Adventuring Fellow Personality)\n* Lure of the Wildcat (Jeuno)","","","","","","",""
"npc","Red Ghost (A)","Field Encampment","Dialogue.png","Abyssea|Abyssea - Attohwa","","Notes:\n* Used to get to the Field Encampment for the first time. Simply talk to him, then he will teleport you above the ledge to Alrauverat.","","","","","","",""
"npc","Red Rose Condottiere","Campaign Battle","CampaignArbiter.png","Battle|San d'Oria (S)|Vunkerl Inlet (S)","","Notes:\n*  Appears during Campaign Battles as part of the Knights of the Red Rose squadron, under the command of the Samurai Noillurie. They are only deployed to Vunkerl Inlet (S) * Like their Savage Hound Condottie counterparts they are an all female unit. * Although they wear several Dark Knight only pieces of armor they have not been observed to use any form of magic. * Though they use great axes, they seem to be samurai like their commander, as they possess the Demon Killer trait.","","","","","","",""
"npc","Rediroq","Moblin Maze Mongers","GoalTracker.png","Everbloom Hollow|Outland","","Notes:\n* Rediroq warps players and their party members into the ordered maze from the lobby of Everbloom Hollow.","","","","","","",""
"npc","Reelarik","Fishing Competition","Dialogue.png","Everbloom Hollow (Inside maze area)","","Involved in Quests:\n* Aquatic Depopulation Team\n\nNotes:\nRewards points for fish and monsters caught during the fishing competition when using Maze Voucher 08.","","","","","","",""
"npc","Reet","Adventurer's Assistant","AdventurersAssistant.png","Bastok|Bastok Markets","","Notes:\nOffers General Information and a Map of Bastok: :I am charged with the task of assisting novice adventurers. What would you like to know? :*""How do I give items to people?"": Giving items ot other people is called ""trading."" It is done by selecting ""Trade"" from the main menu on the right. You must target the person either before or after selecting ""Trade."" Then just choose the items you wish to give the person when your inventory window appears. ""Trading"" is crucial to completing quests and missions, and also during conquests. Remember it well. If you have an Adventurer Coupon in your possession, use ""Trade"" now to give it to me. I will hand you some starting gil in return. Come to me if there is anything more you would like to know. :*""Where can I fight monsters?"": Before you take on any fiends, there are a few things you should remember. First, always have weapons and armor equipped, and spells memorized from scrolls. Second, always ""check"" your target before engaging it. Never take on a foe that seems too strong for you to defeat alone. Third, when you are in a party, make it a habit to cast lots fro your share of the party ""spoils"" after successfully defeating a monster. Come to me if there is anything more you would like to know. :*""What are quests and missions?"": Some people in town will ask you to do certain taks for them. These are called ""quests."" Complete them, and they should reward you for your efforts. There are also tasks you can do for your country, know as ""missions."" There is a guard at each gate charged with assigning them. Speak to the guards for more details. Come to me if there is anything more you would like to know. :*""I want to see a map of the city."": [Displays an overview map of Bastok] :*""Nothing for now."": Come to me if there is anything more you would like to know.","","","","","","",""
"npc","Reginald","Cutscene NPC","Cutscene.png","Adoulin","","Involved in Quests:\n* The Curious Case of Melvien\n\nInvolved in Missions:\n* An Emergency Convocation","","","","","","",""
"npc","Regine","Standard Merchant","StandardMerchant.png","Port San d'Oria|San d'Oria","","Starts Quests:\n* Flyers for Regine\n\nInvolved in Quests:\n* The Brugaire Consortium","","","","","","",""
"npc","Regine (A)","","","Abyssea|Abyssea - La Theine","","Starts Quests:\n* Catering Capers","","","","","","",""
"npc","Reglert","","","Adoulin|Silver Knife","","","","","","","","",""
"npc","Reh Hapli","","","Windurst|Windurst Waters map = North|F-10","","","","","","","","",""
"npc","Reinberta","Guild Master","GuildMaster.png","Bastok|Bastok Markets","","Involved in Quests:\n* Confessions of a Bellmaker\n\nNotes:\n:*Signs you up for the Goldsmithing Guild :*Accepts items you need to turn in, to go up in rank for the Goldsmithing Guild.","","","","","","",""
"npc","Reinhard","Cutscene NPC","Cutscene.png","Abyssea|Buburimu Peninsula","","Starts Quests:\n* A Fluttery Fiend","","","","","","",""
"npc","Reinwald","Chocobo Circuit Promenade Assistant","ChocoboRenter.png","Chocobo Circuit","","Notes:\n* Shop inventory changes based on the rank of one's chocobo team. {{verification","","","","","","",""
"npc","Reiso-Haroiso","","","Port Windurst|Windurst","","","","","","","","",""
"npc","Reja Ygridhi","Reward NPC","Merchant.png","Adoulin|Celennia Memorial Library","","Starts Quests:\n* Order Up\n\nNotes:\nAfter you complete Order Up, {{PAGENAME","","","","","","",""
"npc","Rejoicing Rabbit","Event NPC","Event.png","East Sarutabaruta, West Sarutabaruta, East Ronfaure, West Ronfaure, North Gustaberg, South Gustaberg, Tahrongi Canyon, La Theine Plateau, Konschtat Highlands, Valkurm Dunes, Qufim Island, Meriphataud Mountains, Jugner Forest, Pashhow Marshlands, Sauromugue Champaign, Batallia Downs, Rolanberry Fields, Yuhtunga Jungle, Yhoator Jungle, Beaucedine Glacier, Xarcabard, The Sanctuary of Zi'Tah, Western Altepa Desert, Eastern Altepa Desert, Buburimu Peninsula|Special Event","","Notes:\nA rabbit found roaming in many areas which is accompanied by four other Rabbits NPCs.","","","","","","",""
"npc","Relolo","Event NPC","Event.png","Lower Jeuno|Special Event","","","","","","","","",""
"npc","Rembard","Wedding event NPC.","Event.png","Chateau d'Oraguille|San d'Oria","","Notes:\nSee also *2009 - (10/13/2009) Produce your own wedding! Presenting the new wedding support service! *Celebratory Chest *Matrimonial Coffer","","","","","","",""
"npc","Remesasa","","","Port Windurst|Windurst","","","","","","","","",""
"npc","Remiotte","","","San d'Oria (S)|Southern San d'Oria (S)","","Involved in Missions:\n* WOTG04: The Queen of the Dance\n* WOTG21: Proof of Valor","","","","","","",""
"npc","Remus","","","Bastok|Metalworks","","","","","","","","",""
"npc","Ren","","","Cutscene|Norg|Sea Serpent Grotto","","Involved in Quests:\n* The Sahagin's Stash\n* A Thief in Norg!?","","","","","","",""
"npc","Renadile","Armor Depository","ArmorStorer.png","San d'Oria (S)|Southern San d'Oria (S)","","Notes:\nStores lvl 24-60 AF, Relic, RSE and other gearsets.","","","","","","",""
"npc","Renfred","","","Cutscene|Gustav Tunnel|Outland","","Involved in Missions:\n* Enemy of the Empire (II)","","","","","","",""
"npc","Renik","","","Jeuno|Upper Jeuno","","Involved in Quests:\n* Lure of the Wildcat (Jeuno)","","","","","","",""
"npc","Renten-Tonten","","","Windurst (S)|Windurst Waters (S)","","","","","","","","",""
"npc","Renvriche, T.K.","Campaign","CampaignArbiter.png","San d'Oria (S)|The Eldieme Necropolis (S)","","Notes:\n* San d'Oria affiliated Campaign Arbiter. Present when San d'Oria has control of The Eldieme Necropolis (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","","","","","","",""
"npc","Repat","Lucky Roll","Dialogue.png","Norg","","","","","","","","",""
"npc","Republic Chief of Staff Sturm","Campaign Leader","TacticalAssessment.png","","","","","","","","","",""
"npc","Republic Garrison","","","Bastok|Ruhotz Silvermines","","Involved in Missions:\n* Granite Rose I (Bastok)\n* Granite Rose II (Bastok)","","","","","","",""
"npc","Republic Supplier","Campaign Battle","CampaignArbiter.png","Bastok (S)|Battle|Varies","","Notes:\n* Appears during an offensive campaign against Beastman territories. Up to 3 suppliers may be present at a time. *Distributes temporary items to players allied with Bastok in the battle. *Upon the depletion of their stock, these distributors will temporarily return to headquarters in order to replenish their stores. *They will take defensive action against aggressors, but during that time they will be unable to dispense items. Should they become incapacitated in the course of battle, a replacement will be dispatched after a certain amount of time has elapsed. *Item availability and quantity is directly influenced by each nation's skill and production levels.","","","","","","",""
"npc","Republican Infantry","","","Bastok|Ruhotz Silvermines","","Involved in Missions:\n* Brave Dawn I (Bastok), Brave Dawn II (Bastok), Brave Dawn III (Bastok)","","","","","","",""
"npc","Resauchamet","Fomor Informant","Dialogue.png","Tavnazian Safehold","","Notes:\n:Provides information about a character's Fomor Hate level. :""You are an adventurer... I can smell the dark blood of the undead as it drips slowly from your soiled garments. Beware, my friend, for you are not alone in your journey. Lost spirits lurk in the shadows behind you, waiting for their chance to rob you of your soul. Hmmm..."" :1) ""You still have a fairly good head start, but they will not let up until they have found you and filled your heart with poison and pain.? ::Fomors will not aggro. :2) ?They are close, It is only a matter of time before you have fallen within their reach."" ::Fomors will aggro. :3) ""Can you not feel the hands that reach up from the bottomless depths of hell? Can you not feel the gaze of a thousand eyes, glowing red with anger and hate?"" ::Fomors will aggro. :4) ""The grip of evil is tightening on the very essence of what makes you who you are. Be forewarned, as it will not be long before you are confronted with a battle for more than just your life."" ::Fomors will aggro. ""Oh, poor child! May the light of the Dawn Goddess lead you from the pitch-black depths of darkness!""","","","","","","",""
"npc","Reserve Knight General Leonoyne","Campaign Leader","TacticalAssessment.png","","","","","","","","","",""
"npc","Resistance Fighter","Resistance Fighter","Dialogue.png","Abyssea|Abyssea - Attohwa","","Involved in Quests:\n* Looking for Lookouts\n\nNotes:\n* There are 5 different Resistance Fighters located around Parradamo Tor.","","","","","","",""
"npc","Resistance Sapper","Resistance Fighter","Dialogue.png","Abyssea|Veridical Conflux 00 :Abyssea - Attohwa","","Starts Quests:\n* Resistance Ops","","","","","","",""
"npc","Resistance Sergeant","Resistance Information","Dialogue.png","Abyssea|Abyssea - Attohwa","","Notes:\n* Provides players with information about the resistance outpost status and the likelihood of Abyssean horde invasions.","","","","","","",""
"npc","Retto-Marutto","Bonecraft | Guild Merchant","Merchant.png","Windurst|Windurst Woods","","","","","","","","",""
"npc","Revelry Rarab","Event NPC","Event.png","East Sarutabaruta, West Sarutabaruta, East Ronfaure, West Ronfaure, North Gustaberg, South Gustaberg, Tahrongi Canyon, La Theine Plateau, Konschtat Highlands, Valkurm Dunes, Qufim Island, Meriphataud Mountains, Jugner Forest, Pashhow Marshlands, Sauromugue Champaign, Batallia Downs, Rolanberry Fields, Yuhtunga Jungle, Yhoator Jungle, Beaucedine Glacier, Xarcabard, The Sanctuary of Zi'Tah, Western Altepa Desert, Eastern Altepa Desert, Buburimu Peninsula|Special Event","","Notes:\nA rabbit found roaming in many areas which is accompanied by four other Rabbits NPCs.","","","","","","",""
"npc","Rewardox","Gobbie Mystery Box Vendor","Merchant.png","Adoulin|Western Adoulin","","Notes:\n{{GobbieBox","","","","","","",""
"npc","Rex","Map Vendor","MapDealer.png","Bastok|Port Bastok","","","","","","","","",""
"npc","Rhagmakah","","","Al Zahbi|Periqia","","Involved in Missions:\n* Saving Private Ryaaf","","","","","","",""
"npc","Rhalo Davigoh","","","Bibiki Bay - Purgonorgo Isle|Outland","","Involved in Quests:\n* The Search for Goldmane","","","","","","",""
"npc","Rhamurya","","","Pankration|The Colosseum","","","","","","","","",""
"npc","Rhant Tamhujya","","","Fort Karugo-Narugo (S)","","","","","","","","",""
"npc","Rhap Nelhah","","","Lebros Cavern","","Involved in Missions:\n* Apkallu Breeding","","","","","","",""
"npc","Rhap Talashpehn","Chocobo Betting","VCSChocoboRacingAssociate.png","Chocobo Circuit|Chocobo Circuit Bastok Area","","Notes:\n* Takes bets for the chocobo races.","","","","","","",""
"npc","Rhea Myuliah","","","Jeuno|Upper Jeuno","","Involved in Quests:\n* Lakeside Minuet","","","","","","",""
"npc","Rhemi Miottih","","","Fort Karugo-Narugo (S)","","","","","","","","",""
"npc","Rhimonne","Standard Merchant","StandardMerchant.png","Chocobo Stables in Lower Jeuno at|Jeuno","","","","","","","","",""
"npc","Rhin Prikohwan","","","Fort Karugo-Narugo (S)","","","","","","","","",""
"npc","Rholont","Campaign Officer","CampaignArbiter.png","San d'Oria (S)|Southern San d'Oria (S)","","Starts Quests:\n* Claws of the Griffon\n* Wrath of the Griffon\n* Perils of the Griffon\n* The Price of Valor\n\nInvolved in Quests:\n* Gifts of the Griffon\n* Boy and the Beast\n* In a Haze of Glory\n* Bonds That Never Die\n\nNotes:\n* The ""sentry"" of the Young Griffons. Often serves as the contact for players. *Called Lharant in the future.","","","","","","",""
"npc","Rhu Arlohtt, M.C.","Campaign","CampaignArbiter.png","Batallia Downs (S)|Windurst (S)","","Notes:\n* Windurst (S) affliated Campaign Arbiter. Present when Windurst (S) has control of Batallia Downs (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","","","","","","",""
"npc","Rhushouf","","","Al Zahbi|Battle|Leujaoam Sanctum","","Involved in Missions:\n* Red Versus Blue","","","","","","",""
"npc","Rhy Epocan","","","Heavens Tower, Top Floor|Windurst","","Involved in Missions:\n* Windurst Mission 3-1: To Each His Own Right\n* Windurst Mission 3-2: Written in the Stars","","","","","","",""
"npc","Rhy Epocan (A)","","","Abyssea|Abyssea - Tahrongi","","","","","","","","",""
"npc","Riault","","","Bastok|Metalworks","","","","","","","","",""
"npc","Riautte","","","San d'Oria (S)|Southern San d'Oria (S)","","","","","","","","",""
"npc","Ricaldo","Airship Schedule","AirshipTravelAgent.png","San d'Oria|San d'Oria-Jeuno Airship","","Notes:\nWill report how long until the Airship arrives at its destination.","","","","","","",""
"npc","Richacha, W.W.","Conquest Overseer","ConquestOverseer.png","Outland|Windurst|Yuhtunga Jungle","","Notes:\nAppears, when Elshimo Lowlands is under weekly conquest-control by Windurst. ;Notes for characters only with Windurst as current Allegiance: :*Casts Signet :*Choice of setting Home Point for free :*Recharges Empress Band or Chariot Band :*Accepts Elshimo Lowlands Supplies for finishing Supply Quest ;Notes for characters only without Windurst as current Allegiance: :*Choice of setting Home Point for a fee - higher prices for higher Allegiance Ranks (Rank 10: 5600 gil) For further information see Conquest Overseer.","","","","","","",""
"npc","Riche","","","Outland|Phanauet Channel - Newtpool Route","","Involved in Quests:\n* Tea with a Tonberry?","","","","","","",""
"npc","Rielle","","","Port San d'Oria|San d'Oria","","","","","","","","",""
"npc","Rielle (A)","","","Abyssea|Abyssea - Altepa","","","","","","","","",""
"npc","Rienne","Survey Officer","Dialogue.png","Western Adoulin","","Notes:\n* Once you have surveyed an Ergon Locus, the tincture associated with it will appear on the list for sale. *Check with Chamulele for current survey status affecting potency of each tincture.","","","","","","",""
"npc","Rigobertine","Trust Coordinator","Trust.png","Adoulin|Eastern Adoulin","","Starts Quests:\n* No Mercy for the Wicked\n* Mistress of Ceremonies\n\nInvolved in Quests:\n* The Secret to Success\n* Eye of the Beholder\n* Order Up\n\nInvolved in Missions:\n* A Curse from the Past\n* The Merciless One\n\nNotes:\n* Grants Trust: Ingrid after completion of The Merciless One, but once the mission Beauty and the Beast is flagged, the alter ego is locked again until Glimmer of Portent is flagged.","","","","","","",""
"npc","Rikke","Imp Scout","Dialogue.png","({{Location Tooltip|Beastman Confederate","","Involved in Quests:\n* The Truth Lies Hid\n\nNotes:\n* 1 of 3 imps located in Castle Zvahl Keep (S) that must be talked to and traded an Elixir to continue in the quest The Truth Lies Hid.","","","","","","",""
"npc","Riko Kupenreich","Cutscene NPC","Cutscene.png","Cutscene|Cutscenes Only|Outland","","Involved in Missions:\n* Lender Beware! Read the Fine Print\n* Smash! A Malevolent Menace","","","","","","",""
"npc","Rilve-Hitolve","Auction House","AuctionManager.png","Jeuno|Port Jeuno","","","","","","","","",""
"npc","Rin","","","Bastok|Port Bastok","","","","","","","","",""
"npc","Ringu-Tangu, C.C.","Campaign","CampaignArbiter.png","Castle Oztroja (S)|Windurst (S)","","Notes:\n* Windurst (S) affiliated Campaign Arbiter. Present when Windurst (S) has control of Castle Oztroja (S) *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","","","","","","",""
"npc","Rinzei","","","Jeuno|Port Jeuno","","Involved in Quests:\n* Lure of the Wildcat (Jeuno)","","","","","","",""
"npc","Ripapa","","","Mhaura","","Starts Quests:\n* Trial by Lightning\n\nInvolved in Quests:\n* Carbuncle Debacle","","","","","","",""
"npc","Risen Hackles","Quest Giver","QuestGiver.png","Adoulin|Eastern Adoulin","","Starts Quests:\n* Open the Floodgates","","","","","","",""
"npc","Rishfee","Cutscene NPC","Cutscene.png","Al Zahbi|Cutscene|Imperial Ward","","Involved in Quests:\n* Saga of the Skyserpent\n\nStarts Missions:\n* Aht Urhgan Mission 28: Bastion of Knowledge\n\nInvolved in Missions:\n* Aht Urhgan Mission 10: Astral Waves\n* Aht Urhgan Mission 11: Imperial Schemes\n* Aht Urhgan Mission 12: Royal Puppeteer\n* Aht Urhgan Mission 17: Guests of the Empire\n* Aht Urhgan Mission 18: Passing Glory\n* Aht Urhgan Mission 29: Puppet in Peril\n\nNotes:\nA member of the Immortals who is quite involved with the protection of Lady Aphmau. An orphan, he was found and raised alongside Amnaf amongst the Immortals.","","","","","","",""
"npc","Rishi","","","Port Windurst|Windurst","","","","","","","","",""
"npc","Rising Solstice","Quest Giver","QuestGiver.png","Adoulin|Western Adoulin","","Starts Quests:\n* A Certain Substitute Patrolman","","","","","","",""
"npc","Risunela","","","Tavnazian Safehold","","","","","","","","",""
"npc","Ritopopo","Cutscene NPC","Cutscene.png","Cutscene|Windurst","","Involved in Quests:\n* Past Reflections\n* Blessed Radiance","","","","","","",""
"npc","Ritoto","","","Heavens Tower|Windurst","","","","","","","","",""
"npc","Riyadahf","Map Vendor","MapDealer.png","Aht Urhgan Whitegate|Al Zahbi","","","","","","","","",""
"npc","Roaring Badger","","","Bastok (S)|Bastok Markets (S)","","Involved in Missions:\n* Bridge Too Far I (Bastok)","","","","","","",""
"npc","Robel-Akbel","Cutscene NPC","Cutscene.png","Cutscene|Windurst (S)|Windurst Waters [S]","","Starts Quests:\n* A Feast for Gnats\n* The Long March North\n* Howl from the Heavens\n\nInvolved in Quests:\n* The Tigress Strikes\n* Knot Quite There\n* A Manifest Problem\n* The Forbidden Path\n* At Journey's End\n\nInvolved in Missions:\n* WOTG12: Affairs of State\n* WOTG26: Fate in Haze\n\nNotes:\n* Robel-Akbel is the Warlock Warlord during the time of the Crystal War. His face is completely covered by black bandages, revealing only yellow eyes. *He doesn't speak with any quirks like most Tarutaru do (rhyming or altering the ending of words that end in ""t"" to ""taru""). Bears a very gloomy and serious demeanor. Appearing to be a shrewd and masterful tactician. *His skin is barely visible, but appears to take on the ashy color of his facial bandages. (This can be witnessed when he talks and the exposed flesh surrounding his eyes) *Has the ability to cast Burst in an AoE form, as well as several previously unseen magics.","","","","","","",""
"npc","Roberta","","","Windurst|Windurst Woods","","Involved in Quests:\n* Blue Ribbon Blues","","","","","","",""
"npc","Robertioux","Cutscene NPC","Cutscene.png","Adoulin|Eastern Adoulin (Residence)","","Involved in Quests:\n* Eye of the Beholder\n* In the Land of the Blind","","","","","","",""
"npc","Robino-Mobino","Dialogue NPC","Dialogue.png","","","","","","","","","",""
"npc","Robino-Mobino (Windurst Woods)","VCS Chocobuck Exchange Depot Vendor","VCSChocoboRacingAssociate.png","Windurst|Windurst Woods","","Notes:\n* Used to sell items in exchange for Chocobucks (see Chocobuck items). *Renamed Toppi-Meppi as of the [https://forum.square-enix.com/ffxi/threads/54790?p=611716#post611716 December 11, 2018] update.","*Used to sell items in exchange for Chocobucks (see Chocobuck items). *Renamed Toppi-Meppi as of the [https://forum.square-enix.com/ffxi/threads/54790?p=611716#post611716 December 11, 2018] update. }}","","","","","",""
"npc","Robino-Mobino (Yuhtunga Jungle)","Outpost Vendor","Merchant.png","Outland|Yuhtunga Jungle","","Notes:\nAppears when Elshimo Lowlands is under weekly conquest-control by one of the three nations. :*Sells to and buys items from characters allied with the nation that has the weekly conquest-control of this region. :*All items which Standard Merchants normally buy, can be traded by all characters for regional influence points. The points are awarded to the trader's current Allegiance. :*Teleports players who have previously done a Supply Run for the specific region, to their Allegiance Teleport NPC in one of the three cities. For further information, see Outpost Vendor. ;Items sold: *Antidote 316gil *Echo Drops 800gil *Ether 4832gil *Eye Drops 2595gil *Potion 910gil","Appears when Elshimo Lowlands is under weekly conquest-control by one of the three nations. :*Sells to and buys items from characters allied with the nation that has the weekly conquest-control of this region. :*All items which Standard Merchants normally buy, can be traded by all characters for regional influence points. The points are awarded to the trader's current Allegiance. :*Teleports players who have previously done a Supply Run for the specific region, to their Allegiance Teleport NPC in one of the three cities. For further information, see Outpost Vendor. ;Items sold: *Antidote 316gil *Echo Drops 800gil *Ether 4832gil *Eye Drops 2595gil *Potion 910gil","","","","","",""
"npc","Rochefogne","Mission","MissionNPC.png","Cutscene|San d'Oria","","Involved in Missions:\n* San d'Oria Mission 1-1: Smash the Orcish Scouts\n* San d'Oria Mission 1-2: Bat Hunt\n* San d'Oria Mission 2-3: Infiltrate Davoi\n* San d'Oria Mission 6-1: Leaute's Last Wishes\n* San d'Oria Mission 6-2: Ranperre's Final Rest\n* San d'Oria Mission 7-2: The Secret Weapon\n* San d'Oria Mission 8-1: Coming of Age\n* San d'Oria Mission 9-1: Breaking Barriers\n* San d'Oria Mission 9-2: The Heir to the Light\n* Bastok Mission 2-3: The Emissary\n* Windurst Mission 2-3: The Three Kingdoms\n\nNotes:\nNot much is yet known of Rochefogne. He simply appears one day, interrupting an adventurers debriefing after the mission with inquiries of the late Queen Leaute. Somewhat aloof and mysterious, a run in with this man leaves many to wonder who he really is.","","","","","","",""
